"Netherworld","https://www.kultboy.com/testbericht-uebersicht/1842/",73,,,,66,,,,,,,,,73,,70.67,70.67
"Motos","https://www.kultboy.com/testbericht-uebersicht/3007/",73,,,,91,73,,,,,,,,75,,78.00,78.00
"Crystal Raider","https://www.kultboy.com/testbericht-uebersicht/4381/",75,,,,,,,,,,,,,75,,75.00,
"Team Yankee","https://www.kultboy.com/testbericht-uebersicht/2788/",74,,,75,66,,,,,,,,,74,78,72.25,72.25
"Fantasy Zone II: The Tears of Opa-Opa","https://www.kultboy.com/testbericht-uebersicht/4375/",75,,,,,,,,,,,,,75,,75.00,
"Cybernoid II: The Revenge","https://www.kultboy.com/testbericht-uebersicht/1830/",72,,,,83,,,,,,,,,72,76,75.67,75.67
"Time Soldier","https://www.kultboy.com/testbericht-uebersicht/3258/",70,,,71,0,,,,,,,,,70,,52.75,52.75
"War Wind II: Die Invasion","https://www.kultboy.com/testbericht-uebersicht/4863/",68,,,,,,,,,68,74,70,,75,,71.00,71.00
"NASCAR Racing 3","https://www.kultboy.com/testbericht-uebersicht/4900/",75,,,,,,,,,,,,,75,,75.00,
"Dick Tracy (Sega)","https://www.kultboy.com/testbericht-uebersicht/3702/",73,,,,58,,,,,,,,,53,,61.33,61.33
"Total Eclipse","https://www.kultboy.com/testbericht-uebersicht/978/",68,,,,75,,,,,,,,,68,,70.33,70.33
"Cosmic Pirate","https://www.kultboy.com/testbericht-uebersicht/5027/",75,,,,66,,,,,,,,,75,,72.00,72.00
"Inca","https://www.kultboy.com/testbericht-uebersicht/1719/",67,,,,91,,,,,61,67,,,59,,69.00,69.00
"Asterix (Nintendo)","https://www.kultboy.com/testbericht-uebersicht/4306/",67,,,,,,,,75,,,,,68,,70.00,70.00
"Steel Talons","https://www.kultboy.com/testbericht-uebersicht/3313/",65,,,,58,,,,,,,,,75,,66.00,66.00
"Ys: The Vanished Omens","https://www.kultboy.com/testbericht-uebersicht/3106/",71,,,,66,,,,,,,,,71,,69.33,69.33
"Assault City","https://www.kultboy.com/testbericht-uebersicht/7018/",75,,,,33,,,,,,,,,75,,61.00,61.00
"Skate or Die: Bad'n Rad","https://www.kultboy.com/testbericht-uebersicht/4834/",75,,,,50,,,,,,,,,75,,66.67,66.67
"Sinistar: Unleashed","https://www.kultboy.com/testbericht-uebersicht/7390/",69,,,,,,,,,,69,,,75,,71.00,71.00
"Interphase","https://www.kultboy.com/testbericht-uebersicht/3663/",68,,,68,91,,,,,,,,,75,,75.50,75.50
"Micro Machines V3","https://www.kultboy.com/testbericht-uebersicht/8344/",68,,,,,,,,,,,,,75,,71.50,
"Panzer Commander","https://www.kultboy.com/testbericht-uebersicht/8747/",75,,,,,,,,,,,,,75,,75.00,
"Bureau 13","https://www.kultboy.com/testbericht-uebersicht/1954/",70,,,,,,,,,62,42,70,,75,,63.80,63.80
"Fury 3","https://www.kultboy.com/testbericht-uebersicht/6909/",67,,,,,,,,,74,,67,,75,,70.75,70.75
"Jack Nicklaus 4","https://www.kultboy.com/testbericht-uebersicht/8122/",75,,,,,,,,,,,80,,75,,76.67,76.67
"Back to Baghdad","https://www.kultboy.com/testbericht-uebersicht/8386/",75,,,,,,,,,,,40,,75,,63.33,63.33
"Gene Machine: Ein phantastisches Grafikadventure","https://www.kultboy.com/testbericht-uebersicht/1576/",72,,,,,,,,,,72,60,,75,70,69.75,69.75
"Primal Rage","https://www.kultboy.com/testbericht-uebersicht/630/",69,,75,59,,,,,57,,,69,,71,45,66.67,66.67
"Deep Core","https://www.kultboy.com/testbericht-uebersicht/3544/",75,,33,50,,,,,,,,,,,,52.67,52.67
"Premier Manager","https://www.kultboy.com/testbericht-uebersicht/3552/",69,,75,72,,,,,,,69,,,,,71.25,71.25
"Dojo Dan","https://www.kultboy.com/testbericht-uebersicht/4055/",75,,75,53,,,,,,,,,,42,,61.25,61.25
"B.S.S. Jane Seymour: Federation Quest I","https://www.kultboy.com/testbericht-uebersicht/285/",70,,,75,,,,,,,70,,,60,,68.75,68.75
"Marvin's Marvellous Adventure","https://www.kultboy.com/testbericht-uebersicht/416/",75,,,75,,,,,,,,,,,,75.00,
"Rings of Medusa","https://www.kultboy.com/testbericht-uebersicht/648/",75,,,75,58,,,,,,,,,,80,69.33,69.33
"Train It","https://www.kultboy.com/testbericht-uebersicht/737/",75,,,75,,,,,,,,,,,,75.00,
"Operation Com-Bat","https://www.kultboy.com/testbericht-uebersicht/102/",75,,,75,,,,,,,49,,,6,,51.25,51.25
"Realms","https://www.kultboy.com/testbericht-uebersicht/1914/",69,,,75,75,,,,,,,,,69,,72.00,72.00
"Abandoned Places: A Time for Heroes","https://www.kultboy.com/testbericht-uebersicht/2163/",65,,,75,75,,,,,,,37,65,74,,65.17,65.17
"Bad Blood","https://www.kultboy.com/testbericht-uebersicht/2252/",72,,,75,91,,,,,,,,,72,,77.50,77.50
"Ninja Remix","https://www.kultboy.com/testbericht-uebersicht/3922/",75,,,75,83,,,,,,,,,,,77.67,77.67
"Race Drivin'","https://www.kultboy.com/testbericht-uebersicht/4285/",68,,,75,58,,,,,,68,,33,58,,60.00,60.00
"Summer Olympix","https://www.kultboy.com/testbericht-uebersicht/3478/",69,,31,69,,,,,,,,,,,,56.33,56.33
"Whizz","https://www.kultboy.com/testbericht-uebersicht/1802/",70,,,73,,,,,61,,72,48,,,,64.80,64.80
"The Dark Heart of Uukrul","https://www.kultboy.com/testbericht-uebersicht/1657/",72,,,75,83,,,,,,,,,72,,75.50,75.50
"Prehistorik","https://www.kultboy.com/testbericht-uebersicht/471/",75,,,75,75,,,,,,,,,42,65,66.75,66.75
"Steve McQueen Westphaser","https://www.kultboy.com/testbericht-uebersicht/1303/",75,,,75,66,,,,,,,,,,,72.00,72.00
"BloodNet: A Cyberpunk Gothic","https://www.kultboy.com/testbericht-uebersicht/413/",65,,69,65,,,,,,,75,43,,71,,64.67,64.67
"Infestation","https://www.kultboy.com/testbericht-uebersicht/1982/",75,,,75,50,,,,,,,,,42,,60.50,60.50
"Kengi","https://www.kultboy.com/testbericht-uebersicht/6586/",75,,,75,66,,,,,,54,,,,,67.50,67.50
"Chuck Yeager's Advanced Flight Trainer 2.0","https://www.kultboy.com/testbericht-uebersicht/6369/",75,,,75,25,,,,,,,,55,,,57.50,57.50
"MegaTraveller 1: The Zhodani Conspiracy","https://www.kultboy.com/testbericht-uebersicht/2654/",75,,,54,66,,,,,,,,,59,,63.50,63.50
"Never Mind","https://www.kultboy.com/testbericht-uebersicht/1983/",75,,,75,58,,,,,,,,,35,,60.75,60.75
"King's Quest IV: The Perils of Rosella","https://www.kultboy.com/testbericht-uebersicht/223/",70,,,70,83,,,,,,,,,72,77,73.75,73.75
"Image Fight II: Operation Deepstriker","https://www.kultboy.com/testbericht-uebersicht/3072/",75,,,,,,,,,,,,,,,75.00,
"Startropics: Das Geheimnis der Coralleninseln!","https://www.kultboy.com/testbericht-uebersicht/3363/",75,,,,,,,,,,,,,,,75.00,
"Strider","https://www.kultboy.com/testbericht-uebersicht/552/",68,,,,41,,,,,,,,,58,75,55.67,55.67
"Kickle Cubicle","https://www.kultboy.com/testbericht-uebersicht/3854/",75,,,,,,,,,,,,,,,75.00,
"The Killing Game Show","https://www.kultboy.com/testbericht-uebersicht/483/",71,,,71,75,,,,,,,,,72,66,72.25,72.25
"Batman Returns (SNES)","https://www.kultboy.com/testbericht-uebersicht/4134/",75,,,,,,,,,,,,,59,71,67.00,
"Tempest X3","https://www.kultboy.com/testbericht-uebersicht/5791/",75,,,,,,,,,,,,,,,75.00,
"Mutant League Football","https://www.kultboy.com/testbericht-uebersicht/5818/",75,,,,,,,,,,,,,,,75.00,
"Rampage World Tour","https://www.kultboy.com/testbericht-uebersicht/6268/",75,,,,,,,,61,,60,,,,,65.33,65.33
"Block Out","https://www.kultboy.com/testbericht-uebersicht/933/",74,,,74,75,,,,,,,,,74,73,74.25,74.25
"Muhammad Ali Heavyweight Boxing","https://www.kultboy.com/testbericht-uebersicht/5053/",71,,,,,,,,,,,,,71,,71.00,
"World League Basketball","https://www.kultboy.com/testbericht-uebersicht/4145/",73,,,,,,,,,,,,,73,,73.00,
"Top Hunter: Roddy & Cathy","https://www.kultboy.com/testbericht-uebersicht/6652/",75,,,,,,,,,,,,,,,75.00,
"Top Gear","https://www.kultboy.com/testbericht-uebersicht/5741/",72,,,,,,,,,,,,,72,,72.00,
"Track & Field II","https://www.kultboy.com/testbericht-uebersicht/3657/",72,,,,,,,,,,,,,72,,72.00,
"Sentinel Returns","https://www.kultboy.com/testbericht-uebersicht/6823/",75,,,,,,,,,,,,,,,75.00,
"Judge Dredd (1995)","https://www.kultboy.com/testbericht-uebersicht/7217/",75,,,,,,,,,50,,20,,,,48.33,48.33
"Congo's Caper","https://www.kultboy.com/testbericht-uebersicht/7046/",75,,,,,,,,,,,,,,,75.00,
"Ace Combat 3: Electrosphere","https://www.kultboy.com/testbericht-uebersicht/7915/",75,,,,,,,,,,,,,,,75.00,
"Jersey Devil","https://www.kultboy.com/testbericht-uebersicht/7941/",75,,,,,,,,,,,,,,,75.00,
"Rapid Reload","https://www.kultboy.com/testbericht-uebersicht/8200/",72,,,,,,,,72,,,,,,,72.00,
"Disneys Aladdin: Nasiras Rache","https://www.kultboy.com/testbericht-uebersicht/8602/",75,,,,,,,,,,,,,,,75.00,
"Snow Bros. Nick & Tom","https://www.kultboy.com/testbericht-uebersicht/1391/",75,,,,66,,,,,,,,,,,70.50,
"Clay Fighter","https://www.kultboy.com/testbericht-uebersicht/3186/",65,,,,,,,,47,,,,,,49,56.00,
"The Flash","https://www.kultboy.com/testbericht-uebersicht/9204/",75,,,,,,,,,,,,,43,,59.00,
"Combat Cars","https://www.kultboy.com/testbericht-uebersicht/9340/",75,,,,,,,,,,,,,,,75.00,
"World Heroes 2 Jet","https://www.kultboy.com/testbericht-uebersicht/4158/",67,,,,,,,,67,,,,,,,67.00,
"Global Gladiators","https://www.kultboy.com/testbericht-uebersicht/867/",68,,,63,,,,,,,,,,68,,66.33,66.33
"Wayne Gretzky's 3D Hockey","https://www.kultboy.com/testbericht-uebersicht/10114/",75,,,,,,,,,,,,,,,75.00,
"The Reap","https://www.kultboy.com/testbericht-uebersicht/6554/",70,,,,,,,,,70,,75,,,,71.67,71.67
"Anstoss 2 - Der Fußballmanager: Verlängerung","https://www.kultboy.com/testbericht-uebersicht/6970/",75,,,,,,,,,,,75,,,,75.00,
"Star Trek - The Next Generation: Birth of the Federation","https://www.kultboy.com/testbericht-uebersicht/7604/",75,,,,,,,,,,,75,,,,75.00,
"Tiger Woods PGA Tour 2000","https://www.kultboy.com/testbericht-uebersicht/8131/",75,,,,,,,,,,,75,,,,75.00,
"Unlimited Adventures","https://www.kultboy.com/testbericht-uebersicht/206/",75,,,,75,,,,,,,75,,,,75.00,75.00
"Xmas Lemmings","https://www.kultboy.com/testbericht-uebersicht/6457/",75,,,,83,,,,,,,75,,,,77.67,77.67
"Hammer of the Gods","https://www.kultboy.com/testbericht-uebersicht/6026/",65,,,,,,,,,,65,75,,61,,66.50,66.50
"Renegade: Kampf um Jacob's Stern","https://www.kultboy.com/testbericht-uebersicht/6795/",75,,,,,,,,,,53,75,,,,67.67,67.67
"Uprising 2: Lead and Destroy","https://www.kultboy.com/testbericht-uebersicht/8264/",69,,,,,,,,,,69,75,,,,71.00,71.00
"Jane's Combat Simulations: F/A-18 Simulator","https://www.kultboy.com/testbericht-uebersicht/9035/",75,,,,,,,,,,,75,,,,75.00,
"Wer wird Millionär?","https://www.kultboy.com/testbericht-uebersicht/9113/",75,,,,,,,,,,,75,,,,75.00,
"Septerra Core: Legacy of the Creator","https://www.kultboy.com/testbericht-uebersicht/9122/",74,,,,,,,,,,74,75,,,,74.33,74.33
"Original War: Der letzte Weltkrieg","https://www.kultboy.com/testbericht-uebersicht/9629/",75,,,,,,,,,,,75,,,,75.00,
"Might and Magic VIII: Day of the Destroyer","https://www.kultboy.com/testbericht-uebersicht/9044/",72,,,,,,,,,,72,75,,,,73.00,73.00
"Enemy Engaged: RAH-66 Comanche versus Ka-52 Hokum","https://www.kultboy.com/testbericht-uebersicht/9978/",75,,,,,,,,,,,75,,,,75.00,
"Myth II: Soulblighter","https://www.kultboy.com/testbericht-uebersicht/9983/",69,,,,,,,,,,69,75,,,,71.00,71.00
"Companions of Xanth","https://www.kultboy.com/testbericht-uebersicht/2095/",68,,,,,,,,,,75,63,70,68,,68.80,68.80
"MIG-29M Superfulcrum","https://www.kultboy.com/testbericht-uebersicht/6161/",65,,,65,41,,,,,,75,,,57,,60.60,60.60
"Future Dimension","https://www.kultboy.com/testbericht-uebersicht/6042/",67,,,,,,,,,,75,69,,67,,69.50,69.50
"Prince of Persia 2: The Shadow and the Flame","https://www.kultboy.com/testbericht-uebersicht/732/",64,,,,,,,,62,,75,64,,68,71,66.60,66.60
"This Means War!","https://www.kultboy.com/testbericht-uebersicht/5719/",67,,,,,,,,,,75,74,,67,,70.75,70.75
"Urban Chaos","https://www.kultboy.com/testbericht-uebersicht/7544/",73,,,,,,,,,,75,73,,,,73.67,73.67
"Mike Ditka Ultimate Football","https://www.kultboy.com/testbericht-uebersicht/7757/",75,,,,,,,,,,75,,,,,75.00,
"Ishar 3: The Seven Gates of Infinity","https://www.kultboy.com/testbericht-uebersicht/924/",68,,,68,,,,,,53,75,57,,47,,61.33,61.33
"Putt-Putt Goes to the Moon","https://www.kultboy.com/testbericht-uebersicht/9022/",75,,,,,,,,,,75,,,,,75.00,
"Star Trek: New Worlds","https://www.kultboy.com/testbericht-uebersicht/9195/",75,,,,,,,,,,75,,,,,75.00,
"Fantasy Empires","https://www.kultboy.com/testbericht-uebersicht/2697/",69,,,,,,,,,,75,69,,61,,68.50,68.50
"Flight Unlimited II","https://www.kultboy.com/testbericht-uebersicht/4948/",73,,,,,,,,,,75,74,,73,,73.75,73.75
"Test Drive 4","https://www.kultboy.com/testbericht-uebersicht/8657/",68,,,,,,,,,,75,68,,,,70.33,70.33
"Jetliner","https://www.kultboy.com/testbericht-uebersicht/7262/",75,,,,,,,,,,,,75,,,75.00,
"Team Suzuki","https://www.kultboy.com/testbericht-uebersicht/940/",74,,,74,66,,,,,,,,75,,,72.25,72.25
"Spinmaster","https://www.kultboy.com/testbericht-uebersicht/7471/",75,,,,,,,,,,,,75,,,75.00,
"Scrapyard Dog","https://www.kultboy.com/testbericht-uebersicht/4476/",75,,,,,,,,,,,,75,51,,67.00,67.00
"Awesome Golf","https://www.kultboy.com/testbericht-uebersicht/3848/",70,,,,75,,,,,,,,75,71,,72.75,72.75
"F-15 Strike Eagle II: Operation Desert Storm","https://www.kultboy.com/testbericht-uebersicht/6874/",75,,,,,,,,,,,,75,,,75.00,
"Jewels of Darkness","https://www.kultboy.com/testbericht-uebersicht/1832/",75,,,,,75,,,,,,,,,,75.00,
"Superstar Ping Pong","https://www.kultboy.com/testbericht-uebersicht/2991/",75,,,,,75,,,,,,,,,,75.00,
"Parallax","https://www.kultboy.com/testbericht-uebersicht/2989/",75,,,,,75,,,,,,,,,,75.00,
"Major Motion","https://www.kultboy.com/testbericht-uebersicht/3240/",75,,,,,75,,,,,,,,,,75.00,
"Zoids: The Battle Begins","https://www.kultboy.com/testbericht-uebersicht/3246/",75,,,,,75,,,,,,,,,,75.00,
"Deactivators","https://www.kultboy.com/testbericht-uebersicht/3523/",75,,,,,75,,,,,,,,,,75.00,
"Heartland","https://www.kultboy.com/testbericht-uebersicht/2886/",75,,,,80,75,,,,,,,,,,76.67,76.67
"One Step Beyond","https://www.kultboy.com/testbericht-uebersicht/1016/",69,,,69,,,,,,75,69,74,,73,,71.50,71.50
"The Last Express","https://www.kultboy.com/testbericht-uebersicht/4167/",71,,,,,,,,,75,,80,,71,,74.25,74.25
"Ultima VII Part Two: The Silver Seed","https://www.kultboy.com/testbericht-uebersicht/3757/",75,,,,91,,,,,75,,45,,,,71.50,71.50
"Japan - Scenery Upgrade Series for Microsoft Flight Simulator","https://www.kultboy.com/testbericht-uebersicht/5422/",75,,,,,,,,,75,,,,,,75.00,
"Zig Zag","https://www.kultboy.com/testbericht-uebersicht/3009/",75,,,,,75,,,,,,,,,,75.00,
"GFL Championship Football","https://www.kultboy.com/testbericht-uebersicht/3140/",75,,,,,75,,,,,,,,,,75.00,
"Jurassic Park (Mega-CD)","https://www.kultboy.com/testbericht-uebersicht/2526/",66,,,,,,,,75,,,,,,,70.50,
"Comix Zone","https://www.kultboy.com/testbericht-uebersicht/3148/",75,,,,,,,,75,,54,61,,,81,66.25,66.25
"Daffy Duck: The Marvin Missions","https://www.kultboy.com/testbericht-uebersicht/3187/",69,,,,,,,,75,,,,,,,72.00,
"Kolibri","https://www.kultboy.com/testbericht-uebersicht/3765/",75,,,,,,,,75,,,,,,,75.00,
"Metal Head","https://www.kultboy.com/testbericht-uebersicht/4575/",69,,,,,,,,75,,,,,,,72.00,
"The Fidgetts","https://www.kultboy.com/testbericht-uebersicht/4890/",75,,,,,,,,75,,,,,,,75.00,
"Ninja Commando","https://www.kultboy.com/testbericht-uebersicht/5601/",75,,,,,,,,75,,,,,,,75.00,
"Pac-Man 2: The New Adventures","https://www.kultboy.com/testbericht-uebersicht/4355/",75,,,,,,,,75,,,,,,,75.00,
"NFL '97","https://www.kultboy.com/testbericht-uebersicht/7484/",75,,,,,,,,75,,,,,,,75.00,
"Kaze no Klonoa: Moonlight Museum","https://www.kultboy.com/testbericht-uebersicht/7783/",75,,,,,,,,75,,,,,,,75.00,
"Konami Open Golf","https://www.kultboy.com/testbericht-uebersicht/8077/",75,,,,,,,,75,,,,,,,75.00,
"Jumping Flash! 2","https://www.kultboy.com/testbericht-uebersicht/8081/",74,,,,,,,,75,,,,,,,74.50,
"Ghen War","https://www.kultboy.com/testbericht-uebersicht/8586/",75,,,,,,,,75,,,,,,,75.00,
"Joe & Mac 2: Lost in the Tropics","https://www.kultboy.com/testbericht-uebersicht/8927/",75,,,,,,,,75,,,,,,,75.00,
"Striker: World Cup Special","https://www.kultboy.com/testbericht-uebersicht/8936/",75,,,,,,,,75,,,,,,,75.00,
"Mega Man 5","https://www.kultboy.com/testbericht-uebersicht/9418/",75,,,,,,,,75,,,,,,,75.00,
"Windjammers","https://www.kultboy.com/testbericht-uebersicht/9139/",71,,,,,,75,,,,,,,,,73.00,
"Rendering Ranger R2","https://www.kultboy.com/testbericht-uebersicht/5486/",75,,,,,,75,,,,,,,,,75.00,
"Dino Dini's Soccer","https://www.kultboy.com/testbericht-uebersicht/7377/",66,,,,,,62,,66,,,,,,,64.67,64.67
"Sierra Soccer: World Challenge Edition","https://www.kultboy.com/testbericht-uebersicht/130/",70,,,70,,,,,,,,,,74,,71.33,71.33
"Paddle Mania","https://www.kultboy.com/testbericht-uebersicht/250/",74,,,,,,,,,,,,,74,,74.00,
"Freddy Pharkas: Frontier Pharmacist","https://www.kultboy.com/testbericht-uebersicht/1126/",68,,,,,,,,,71,,68,,74,,70.25,70.25
"Moto Roader","https://www.kultboy.com/testbericht-uebersicht/2246/",74,,,,,,,,,,,,,74,,74.00,
"James Clavell's Shogun","https://www.kultboy.com/testbericht-uebersicht/1284/",74,,,,66,37,,,,,,,,74,,62.75,62.75
"Al-Qadim: Der Fluch des Dschinn","https://www.kultboy.com/testbericht-uebersicht/2750/",73,,,,,,,,,,73,74,,74,73,73.50,73.50
"Xenomorph","https://www.kultboy.com/testbericht-uebersicht/2809/",64,,,61,58,,,,,,,,,74,73,64.25,64.25
"Formation Soccer Human Cup '90","https://www.kultboy.com/testbericht-uebersicht/2814/",74,,,,83,,,,,,,,,74,,77.00,77.00
"Eco Quest 2: Lost Secret of the Rainforest","https://www.kultboy.com/testbericht-uebersicht/1732/",65,,,,83,,,,,,60,65,,74,,69.40,69.40
"Switchblade II","https://www.kultboy.com/testbericht-uebersicht/826/",68,,,68,83,,,,,,,,,63,78,70.50,70.50
"The Legendary Axe II","https://www.kultboy.com/testbericht-uebersicht/3024/",74,,,,,,,,,,,,,74,,74.00,
"Jack Nicklaus Golf & Course Design - Signature Edition","https://www.kultboy.com/testbericht-uebersicht/3111/",66,,,,75,,,,,,,63,,66,,67.50,67.50
"A320 Airbus","https://www.kultboy.com/testbericht-uebersicht/2049/",74,,,62,,,,,,,62,,,74,,68.00,68.00
"Austerlitz","https://www.kultboy.com/testbericht-uebersicht/3107/",73,,,45,83,,,,,,,,,73,,68.50,68.50
"Moto Roader II","https://www.kultboy.com/testbericht-uebersicht/3206/",69,,,,75,,,,,,,,,74,,72.67,72.67
"Shadowrun (SNES)","https://www.kultboy.com/testbericht-uebersicht/2165/",72,,,,91,,,,,,,,,74,88,79.00,79.00
"Golden Axe II","https://www.kultboy.com/testbericht-uebersicht/3844/",74,,,,66,,,,,,,,,74,75,71.33,71.33
"Ancient Lands","https://www.kultboy.com/testbericht-uebersicht/3969/",74,,,,,,,,,,,,,74,,74.00,
"Mega Man 2","https://www.kultboy.com/testbericht-uebersicht/1095/",74,,,,83,,,,,,,,,74,87,77.00,77.00
"General Chuck Yeager's Air Combat","https://www.kultboy.com/testbericht-uebersicht/1426/",74,,,,91,,,,,,,,,74,,79.67,79.67
"Penguin Land","https://www.kultboy.com/testbericht-uebersicht/4788/",74,,,,,,,,,,,,,74,,74.00,
"The Last Survivor","https://www.kultboy.com/testbericht-uebersicht/4807/",74,,,,,,,,,,,,,74,,74.00,
"Waterloo","https://www.kultboy.com/testbericht-uebersicht/5104/",74,,,,66,,,,,,,,,74,,71.33,71.33
"Prophecy of the Shadow","https://www.kultboy.com/testbericht-uebersicht/3309/",67,,,,75,,,,,,67,,,74,,70.75,70.75
"Unnecessary Roughness","https://www.kultboy.com/testbericht-uebersicht/5587/",74,,,,,,,,,,64,63,,74,,68.75,68.75
"F-1 Race","https://www.kultboy.com/testbericht-uebersicht/2561/",72,,,,83,,,,,,,,,74,69,76.33,76.33
"Dragon Tail","https://www.kultboy.com/testbericht-uebersicht/6277/",73,,,,58,,,,,,,,,61,,64.00,64.00
"Road & Track presents Grand Prix Unlimited","https://www.kultboy.com/testbericht-uebersicht/3303/",74,,,,50,,,,,,47,,,74,,61.25,61.25
"Magical Taruruuto-Kun","https://www.kultboy.com/testbericht-uebersicht/6002/",74,,,,,,,,,,,,,74,,74.00,
"Phelios","https://www.kultboy.com/testbericht-uebersicht/6318/",74,,,,,,,,,,,,,74,,74.00,
"FIFA Soccer Manager","https://www.kultboy.com/testbericht-uebersicht/6655/",74,,,,,,,,,,,60,,74,,69.33,69.33
"Star Command","https://www.kultboy.com/testbericht-uebersicht/2638/",74,,,,66,,,,,,,,,74,,71.33,71.33
"Ace Ventura","https://www.kultboy.com/testbericht-uebersicht/8434/",74,,,,,,,,,,,20,,74,,56.00,56.00
"Adidas Power Soccer 98","https://www.kultboy.com/testbericht-uebersicht/8756/",74,,,,,,,,,,,,,74,,74.00,
"Hell: A Cyberpunk Thriller","https://www.kultboy.com/testbericht-uebersicht/7932/",74,,,,,,,,,,,49,,74,,65.67,65.67
"Dracula: The Resurrection","https://www.kultboy.com/testbericht-uebersicht/8975/",74,,,,,,,,,,64,,,74,,70.67,70.67
"D-Day: America Invades","https://www.kultboy.com/testbericht-uebersicht/9019/",74,,,,,,,,,,,,,74,,74.00,
"Helicops","https://www.kultboy.com/testbericht-uebersicht/8116/",74,,,,,,,,,,,60,,74,,69.33,69.33
"Mageslayer","https://www.kultboy.com/testbericht-uebersicht/8641/",74,,,,,,,,,,,37,,74,,61.67,61.67
"Dungeon Keeper: The Deeper Dungeons","https://www.kultboy.com/testbericht-uebersicht/4348/",74,,,,,,,,,,,80,,74,,76.00,76.00
"Testament","https://www.kultboy.com/testbericht-uebersicht/32/",74,,74,,,,,,,,,,,,,74.00,
"Kingmaker: The Quest for the Crown","https://www.kultboy.com/testbericht-uebersicht/3364/",74,,74,17,75,,,,,,61,60,,,,60.17,60.17
"Der Trainer: Italia","https://www.kultboy.com/testbericht-uebersicht/3441/",69,,74,69,,,,,,,,,,,,70.67,70.67
"Der Schatz im Silbersee","https://www.kultboy.com/testbericht-uebersicht/336/",68,,,74,83,,,,,68,74,41,68,,,68.00,68.00
"The Oath","https://www.kultboy.com/testbericht-uebersicht/611/",70,,,74,75,,,,,,,,,70,64,72.25,72.25
"Take'em Out","https://www.kultboy.com/testbericht-uebersicht/740/",74,,,74,58,,,,,,,,,,64,68.67,68.67
"Virocop","https://www.kultboy.com/testbericht-uebersicht/752/",72,,,72,,,,,,,,,,,,72.00,
"Robocop 3: Vector-Arcade","https://www.kultboy.com/testbericht-uebersicht/399/",68,,,74,66,,,,,,68,36,73,44,74,61.29,61.29
"Pinball Wizard","https://www.kultboy.com/testbericht-uebersicht/767/",71,,,74,83,71,,,,,,,,,71,74.75,74.75
"Ishar: Legend of the Fortress","https://www.kultboy.com/testbericht-uebersicht/920/",69,,,69,83,,,,,,74,,,48,61,68.60,68.60
"Son Shu-Shi","https://www.kultboy.com/testbericht-uebersicht/1116/",74,,,74,,,,,,,,,,46,,64.67,64.67
"Colorado","https://www.kultboy.com/testbericht-uebersicht/1349/",74,,,74,41,,,,,,,,,24,45,53.25,53.25
"Turbo Out Run","https://www.kultboy.com/testbericht-uebersicht/1393/",73,,,74,50,,,,,,,,,32,73,57.25,57.25
"Hunt the Fonts","https://www.kultboy.com/testbericht-uebersicht/1560/",74,,,74,66,,,,,,,,,,,71.33,71.33
"Double Dragon III: The Rosetta Stone","https://www.kultboy.com/testbericht-uebersicht/520/",70,,,74,,,,,,,60,,40,47,60,58.20,58.20
"Space Ace","https://www.kultboy.com/testbericht-uebersicht/2271/",74,,,74,8,,,,,,,,,43,23,49.75,49.75
"Harlequin","https://www.kultboy.com/testbericht-uebersicht/2368/",70,,,74,,,,,,,,,,70,,71.33,71.33
"Sink or Swim","https://www.kultboy.com/testbericht-uebersicht/2554/",74,,,74,,,,,,,,58,,,,68.67,68.67
"Bar Games","https://www.kultboy.com/testbericht-uebersicht/3945/",74,,,74,75,,,,,,,,,,,74.33,74.33
"Monster Business","https://www.kultboy.com/testbericht-uebersicht/383/",74,,,74,75,,,,,,,,,54,,69.25,69.25
"The Adventures of Robin Hood","https://www.kultboy.com/testbericht-uebersicht/374/",71,,,74,50,,,,,,71,,,27,67,58.60,58.60
"J.R.R. Tolkien's The Lord of the Rings Vol. I","https://www.kultboy.com/testbericht-uebersicht/2952/",73,,,73,58,,,,,,,52,,42,,59.60,59.60
"Tearaway Thomas","https://www.kultboy.com/testbericht-uebersicht/3553/",70,,70,74,,,,,,,,,,,,71.33,71.33
"Deliverance (16 Bit)","https://www.kultboy.com/testbericht-uebersicht/3918/",64,,,74,75,,,,,,,,,54,,66.75,66.75
"Theme Park Mystery: Variations on a Theme","https://www.kultboy.com/testbericht-uebersicht/2277/",74,,,74,50,,,,,,,,,62,,65.00,65.00
"Empire Soccer '94","https://www.kultboy.com/testbericht-uebersicht/4357/",66,,,74,,,,,,,66,61,,70,,67.40,67.40
"Kick Off 3: European Challenge","https://www.kultboy.com/testbericht-uebersicht/20/",70,,63,70,,,,,63,,70,48,,,34,64.00,64.00
"Tin Toy Adventure in the House of Fun","https://www.kultboy.com/testbericht-uebersicht/3375/",71,,71,74,,,,,,,,,,,,72.00,72.00
"European Superleague","https://www.kultboy.com/testbericht-uebersicht/7041/",74,,,74,66,,,,,,,,,,,71.33,71.33
"Bad Company","https://www.kultboy.com/testbericht-uebersicht/4527/",74,,,74,25,,,,,,,,,28,,50.25,50.25
"Demoniak","https://www.kultboy.com/testbericht-uebersicht/6370/",74,,,74,66,,,,,,,,,,,71.33,71.33
"P.P. Hammer and his Pneumatic Weapon","https://www.kultboy.com/testbericht-uebersicht/386/",70,,,74,66,,,,,,,,,70,80,70.00,70.00
