"Typhoon Thompson in Search for the Sea Child","https://www.kultboy.com/testbericht-uebersicht/1412/",73,,,73,75,,,,,,,,,83,,76.00,76.00
"Knights and Merchants: The Shattered Kingdom","https://www.kultboy.com/testbericht-uebersicht/4828/",83,,,,,,,,,,,,,83,,83.00,
"Earth 2140","https://www.kultboy.com/testbericht-uebersicht/4858/",83,,,,,,,,,,,100,,83,,88.67,88.67
"King's Valley II","https://www.kultboy.com/testbericht-uebersicht/4876/",83,,,,83,,,,,,,,,83,,83.00,83.00
"Revenant","https://www.kultboy.com/testbericht-uebersicht/4877/",83,,,,,,,,,,,,,83,,83.00,
"Drakan: Orden der Flamme","https://www.kultboy.com/testbericht-uebersicht/5764/",83,,,,,,,,,,,,,83,,83.00,
"Global Conquest","https://www.kultboy.com/testbericht-uebersicht/5736/",71,,,,,,,,,,71,,,83,,75.00,75.00
"Hexen II: Portal of Praevus","https://www.kultboy.com/testbericht-uebersicht/3791/",81,,,,,,,,,,,81,,83,,81.67,81.67
"Burning Steel 3: Fury in the Pacific, 1941-1944","https://www.kultboy.com/testbericht-uebersicht/6037/",69,,,,,,,,,,80,69,,83,,75.25,75.25
"Starflight 2: Trade Routes of the Cloud Nebula","https://www.kultboy.com/testbericht-uebersicht/1352/",69,,,69,,,,,,,,,,81,,73.00,73.00
"Bleifuss Rally","https://www.kultboy.com/testbericht-uebersicht/4946/",75,,,,,,,,,,,75,,83,,77.67,77.67
"Wonder Boy III: The Dragon's Trap","https://www.kultboy.com/testbericht-uebersicht/1178/",76,,,,75,,,,,,,,,76,81,75.67,75.67
"Hatris","https://www.kultboy.com/testbericht-uebersicht/3590/",73,,,,50,,,,,,,,73,75,,67.75,67.75
"The Hive","https://www.kultboy.com/testbericht-uebersicht/7733/",83,,,,,,,,,,44,57,,83,,66.75,66.75
"Robo Rumble","https://www.kultboy.com/testbericht-uebersicht/8742/",83,,,,,,,,,,,,,83,,83.00,
"KKND 2: Krossfire","https://www.kultboy.com/testbericht-uebersicht/4915/",78,,,,,,,,,,78,,,83,,79.67,79.67
"Galapagos: Mendel's Escape","https://www.kultboy.com/testbericht-uebersicht/8604/",83,,,,,,,,,,,60,,83,,75.33,75.33
"N.I.C.E. 2: Tune-Up","https://www.kultboy.com/testbericht-uebersicht/9915/",83,,,,,,,,,,,,,83,,83.00,
"Banshee","https://www.kultboy.com/testbericht-uebersicht/426/",79,,83,83,,,,,,,,,,79,84,81.00,81.00
"Ashes of Empire","https://www.kultboy.com/testbericht-uebersicht/1805/",80,,83,80,83,,,,,,,41,,81,,74.67,74.67
"Nova 9: The Return Of Gir Draxon","https://www.kultboy.com/testbericht-uebersicht/585/",68,,83,68,75,,,,,,60,,,80,,72.33,72.33
"Jim Power in Mutant Planet","https://www.kultboy.com/testbericht-uebersicht/513/",67,,,83,83,,,,59,,70,62,64,67,75,69.38,69.38
"Zool: Ninja of the ''Nth'' Dimension","https://www.kultboy.com/testbericht-uebersicht/462/",69,,,83,83,,,,,,78,69,79,55,62,73.71,73.71
"Treasure Trap","https://www.kultboy.com/testbericht-uebersicht/2301/",83,,,83,58,,,,,,,,,43,,66.75,66.75
"Legend of Faerghail","https://www.kultboy.com/testbericht-uebersicht/716/",66,,,70,75,,,,,,,,,66,81,69.25,69.25
"Black Crypt","https://www.kultboy.com/testbericht-uebersicht/568/",71,,,83,75,,,,,,,,83,71,85,76.60,76.60
"Chambers of Shaolin","https://www.kultboy.com/testbericht-uebersicht/498/",77,,,42,83,,,,,,,,,59,81,65.25,65.25
"Kid Chaos","https://www.kultboy.com/testbericht-uebersicht/544/",82,,82,82,,,,,,,,,,,,82.00,82.00
"Super Stardust","https://www.kultboy.com/testbericht-uebersicht/776/",68,,,79,,,,,,,68,20,,48,78,56.60,56.60
"Breathless","https://www.kultboy.com/testbericht-uebersicht/302/",82,,82,83,,,,,,,,,,,,82.33,82.33
"Betrayal","https://www.kultboy.com/testbericht-uebersicht/4955/",83,,,83,66,,,,,,,,,42,,68.50,68.50
"Rogue Trooper","https://www.kultboy.com/testbericht-uebersicht/6008/",83,,,83,58,,,,,,,,,48,,68.00,68.00
"Miami Chase","https://www.kultboy.com/testbericht-uebersicht/8836/",83,,,83,,,,,,,,,,,,83.00,
"Sensible Soccer: International Edition","https://www.kultboy.com/testbericht-uebersicht/152/",70,,,81,,,,,64,,,,81,,76,74.00,74.00
"Darius II","https://www.kultboy.com/testbericht-uebersicht/3082/",72,,,,66,,,,,,,,,72,,70.00,70.00
"Super Castlevania IV","https://www.kultboy.com/testbericht-uebersicht/1053/",75,,,,,,,,,,,,75,80,88,76.67,76.67
"Vandal Hearts","https://www.kultboy.com/testbericht-uebersicht/4515/",83,,,,,,,,,,,,,,90,83.00,
"Gauntlet IV","https://www.kultboy.com/testbericht-uebersicht/4793/",80,,,,,,80,,,,,,,,,80.00,
"Deep Fear","https://www.kultboy.com/testbericht-uebersicht/6057/",83,,,,,,,,,,,,,,,83.00,
"Thunderhawk 2: Firestorm","https://www.kultboy.com/testbericht-uebersicht/6218/",74,,,,,,,,,,74,61,,,,69.67,69.67
"Game Boy Wars","https://www.kultboy.com/testbericht-uebersicht/4324/",83,,,,83,,,,,,,,,,,83.00,
"Iron Soldier","https://www.kultboy.com/testbericht-uebersicht/6306/",77,,,,,,,,77,,,,,,,77.00,
"Solomon's Club","https://www.kultboy.com/testbericht-uebersicht/1542/",83,,,,66,,,,,,,,,,,74.50,
"Amazing Tater","https://www.kultboy.com/testbericht-uebersicht/2380/",82,,,,75,,,,,,,,,82,,79.67,79.67
"Cho Aniki","https://www.kultboy.com/testbericht-uebersicht/5971/",83,,,,,,,,,,,,,,,83.00,
"X-Men: Children of the Atom","https://www.kultboy.com/testbericht-uebersicht/6964/",73,,,,,,,,,,,40,,75,,62.67,62.67
"Star Gladiator: Episode I: Final Crusade","https://www.kultboy.com/testbericht-uebersicht/7173/",83,,,,,,,,,,,,,,,83.00,
"Pro Pinball: The Web","https://www.kultboy.com/testbericht-uebersicht/1246/",74,,,,,,,,,,74,74,,,83,74.00,74.00
"F-1 World Grand Prix II","https://www.kultboy.com/testbericht-uebersicht/7229/",83,,,,,,,,,,,,,,,83.00,
"Prehistorik Man","https://www.kultboy.com/testbericht-uebersicht/7252/",80,,,,,,,,,,,,,,,80.00,
"The Raiden Project","https://www.kultboy.com/testbericht-uebersicht/7257/",83,,,,,,,,,,,,,,,83.00,
"Guardian's Crusade","https://www.kultboy.com/testbericht-uebersicht/7773/",83,,,,,,,,,,,,,,,83.00,
"A-Train (PS)","https://www.kultboy.com/testbericht-uebersicht/7460/",83,,,,,,,,,,,,,,,83.00,
"King's Field","https://www.kultboy.com/testbericht-uebersicht/8199/",74,,,,,,,,74,,,,,,,74.00,
"Star Wars Episode I - Racer","https://www.kultboy.com/testbericht-uebersicht/8777/",79,,,,,,,,,,,,,79,,79.00,
"ECW Hardcore Revolution","https://www.kultboy.com/testbericht-uebersicht/8786/",82,,,,,,,,,,,,,,,82.00,
"Top Gear Hyper Bike","https://www.kultboy.com/testbericht-uebersicht/8788/",83,,,,,,,,,,,,,,,83.00,
"Micro Maniacs","https://www.kultboy.com/testbericht-uebersicht/8790/",83,,,,,,,,,,,,,,,83.00,
"Samurai Shodown III: Blades of Blood","https://www.kultboy.com/testbericht-uebersicht/8342/",64,,,,,,,,,,,,,,,64.00,
"Rocket Knight Adventures","https://www.kultboy.com/testbericht-uebersicht/2202/",80,,,,91,,,,,,,,,80,82,83.67,83.67
"Vanishing Point","https://www.kultboy.com/testbericht-uebersicht/9185/",83,,,,,,,,,,,,,,,83.00,
"Sonic 3","https://www.kultboy.com/testbericht-uebersicht/2747/",81,,,,91,,,,,,,,,81,80,84.33,84.33
"Streets of Rage II","https://www.kultboy.com/testbericht-uebersicht/1477/",78,,,,83,,,,55,,,,82,79,90,75.40,75.40
"Wetrix","https://www.kultboy.com/testbericht-uebersicht/7507/",81,,,,,,,,81,,,,,,,81.00,
"MoHo","https://www.kultboy.com/testbericht-uebersicht/9728/",80,,,,,,,,,,,,,,,80.00,
"Wacky Races (2000)","https://www.kultboy.com/testbericht-uebersicht/9730/",83,,,,,,,,,,,,,,,83.00,
"NBA Live 2000","https://www.kultboy.com/testbericht-uebersicht/9766/",81,,,,,,,,,,,,,,,81.00,
"Hybrid Heaven","https://www.kultboy.com/testbericht-uebersicht/9780/",83,,,,,,,,,,,,,,,83.00,
"Hidden & Dangerous","https://www.kultboy.com/testbericht-uebersicht/7976/",76,,,,,,,,,,,76,,,,76.00,
"Bugs Bunny auf Zeitreise","https://www.kultboy.com/testbericht-uebersicht/10111/",83,,,,,,,,,,,,,,,83.00,
"Body Harvest","https://www.kultboy.com/testbericht-uebersicht/5455/",83,,,,,,,,,,,,,,,83.00,
"Betrayal at Krondor","https://www.kultboy.com/testbericht-uebersicht/882/",78,,,,75,,,,,,78,83,,56,,74.00,74.00
"Doom II: Hell on Earth","https://www.kultboy.com/testbericht-uebersicht/488/",79,,,,,,80,,,,79,83,,82,87,80.60,80.60
"Quake II","https://www.kultboy.com/testbericht-uebersicht/4199/",83,,,,,,,,,,,83,,,84,83.00,
"Command & Conquer Teil 3: Operation Tiberian Sun","https://www.kultboy.com/testbericht-uebersicht/4290/",83,,,,,,,,,,,83,,,77,83.00,
"Flucht von Monkey Island","https://www.kultboy.com/testbericht-uebersicht/7563/",83,,,,,,,,,,,83,,,54,83.00,
"Fallout Tactics: Die stählerne Bruderschaft","https://www.kultboy.com/testbericht-uebersicht/7750/",83,,,,,,,,,,,83,,,,83.00,
"M1 Tank Platoon 2","https://www.kultboy.com/testbericht-uebersicht/7880/",83,,,,,,,,,,,83,,,,83.00,
"Werewolf vs Comanche 2.0","https://www.kultboy.com/testbericht-uebersicht/6690/",83,,,,,,,,,,83,83,,60,,77.25,77.25
"Heavy Gear","https://www.kultboy.com/testbericht-uebersicht/8177/",73,,,,,,,,,,73,83,,,,76.33,76.33
"Interstate '76: Nitro Riders","https://www.kultboy.com/testbericht-uebersicht/8712/",83,,,,,,,,,,,83,,,,83.00,
"Powerslide: Make Your Own Damn Road","https://www.kultboy.com/testbericht-uebersicht/8725/",83,,,,,,,,,,64,83,,,,76.67,76.67
"Bazooka Sue","https://www.kultboy.com/testbericht-uebersicht/1620/",83,,,,,,,,,,83,20,,,,62.00,62.00
"Microsoft Space Simulator","https://www.kultboy.com/testbericht-uebersicht/1833/",72,,,,,,,,,,83,57,,72,,71.00,71.00
"Dark Legions","https://www.kultboy.com/testbericht-uebersicht/1869/",73,,,,,,,,,,83,73,,60,,72.25,72.25
"Little Big Adventure 2: Twinsen's Odyssey","https://www.kultboy.com/testbericht-uebersicht/2012/",83,,,,,,,,,,83,100,,,87,88.67,88.67
"Ascendancy: Macht der Allmacht","https://www.kultboy.com/testbericht-uebersicht/2102/",77,,,,,,,,,,83,77,,80,87,79.25,79.25
"Eye of the Beholder III: Assault on Myth Drannor","https://www.kultboy.com/testbericht-uebersicht/507/",69,,,,83,,,,,64,83,73,,69,67,73.50,73.50
"Baldur's Gate: Die Legenden der Schwertküste","https://www.kultboy.com/testbericht-uebersicht/3963/",80,,,,,,,,,,83,81,,80,73,81.00,81.00
"Waxworks","https://www.kultboy.com/testbericht-uebersicht/146/",64,,78,82,75,,,,,62,83,64,59,57,73,69.33,69.33
"Another World","https://www.kultboy.com/testbericht-uebersicht/41/",68,,,81,83,,,,83,,83,,70,48,80,73.71,73.71
"Hexuma: Das Auge Des Kal","https://www.kultboy.com/testbericht-uebersicht/638/",65,,,82,83,,,,,65,83,,72,78,80,75.43,75.43
"Tony La Russa's Ultimate Baseball","https://www.kultboy.com/testbericht-uebersicht/6664/",66,,,,,,,,,,83,,,63,,70.67,70.67
"The Longest Journey","https://www.kultboy.com/testbericht-uebersicht/7535/",83,,,,,,,,,,83,,,,89,83.00,
"Dawn Patrol","https://www.kultboy.com/testbericht-uebersicht/408/",80,,,80,,,,,,,83,63,,80,,77.20,77.20
"Armored Fist 2","https://www.kultboy.com/testbericht-uebersicht/7735/",77,,,,,,,,,,83,100,,77,,84.25,84.25
"F-22 ADF: Air Dominance Fighter","https://www.kultboy.com/testbericht-uebersicht/8174/",82,,,,,,,,,,83,82,,,,82.33,82.33
"Homeworld: Cataclysm","https://www.kultboy.com/testbericht-uebersicht/9194/",83,,,,,,,,,,83,,,,,83.00,
"Metal Fatigue","https://www.kultboy.com/testbericht-uebersicht/9274/",83,,,,,,,,,,83,,,,,83.00,
"Sports TV: Boxing!","https://www.kultboy.com/testbericht-uebersicht/9293/",83,,,,,,,,,,83,,,,,83.00,
"Spellcasting 301: Spring Break","https://www.kultboy.com/testbericht-uebersicht/3835/",81,,,,,,,,,,83,,,81,,81.67,81.67
"Earth 2150: The Moon Project","https://www.kultboy.com/testbericht-uebersicht/9643/",83,,,,,,,,,,83,,,,,83.00,
"Tomb Raider: Die Chronik","https://www.kultboy.com/testbericht-uebersicht/9528/",79,,,,,,,,,,83,,,,,81.00,
"Elisabeth I.","https://www.kultboy.com/testbericht-uebersicht/3697/",76,,,,,,,,,79,83,60,,76,,74.80,74.80
"Alien 3 (Game Boy)","https://www.kultboy.com/testbericht-uebersicht/5975/",83,,,,,,,,,,,,83,55,,73.67,73.67
"Die Unendliche Geschichte II: Das Arcade Adventure","https://www.kultboy.com/testbericht-uebersicht/5614/",78,,,37,50,,,,,,,,78,45,,57.60,57.60
"Nick Faldo's Championship Golf","https://www.kultboy.com/testbericht-uebersicht/670/",77,,,77,,,,,,,60,34,83,52,,63.83,63.83
"Kabuki Quantum Fighter","https://www.kultboy.com/testbericht-uebersicht/3772/",73,,,,,,,,,,,,83,,,78.00,
"Kingdoms of England II: Vikings: Fields of Conquest","https://www.kultboy.com/testbericht-uebersicht/1166/",71,,,71,,,,,,,,59,83,73,,71.40,71.40
"Planet's Edge: The Point of No Return","https://www.kultboy.com/testbericht-uebersicht/2088/",68,,,,91,,,,,,68,,83,70,,76.00,76.00
"Dracula X: The Rondo of Blood","https://www.kultboy.com/testbericht-uebersicht/7166/",83,,,,,,,83,,,,,,,,83.00,
"Silent Service","https://www.kultboy.com/testbericht-uebersicht/210/",71,,,71,75,83,,,,,,,,,80,75.00,75.00
"California Games","https://www.kultboy.com/testbericht-uebersicht/695/",70,,,,50,83,,,,,,,,25,85,57.00,57.00
"PSI-5 Trading Company","https://www.kultboy.com/testbericht-uebersicht/1534/",83,,,,,83,,,,,,,,,,83.00,
"Leisure Suit Larry 6: Reiß auf oder schieb ab!","https://www.kultboy.com/testbericht-uebersicht/717/",64,,,,83,,,,,83,82,64,,67,81,73.83,73.83
"Arx Fatalis: Return to the Underground","https://www.kultboy.com/testbericht-uebersicht/10161/",83,,,,,,,,,83,,,,,,83.00,
"Das Ding aus einer anderen Welt","https://www.kultboy.com/testbericht-uebersicht/10200/",83,,,,,,,,,83,,,,,,83.00,
"Runaway: A Road Adventure","https://www.kultboy.com/testbericht-uebersicht/10207/",83,,,,,,,,,83,,,,,,83.00,
"Comanche 4","https://www.kultboy.com/testbericht-uebersicht/5318/",83,,,,,,,,,83,,,,,,83.00,
"Fenimore Fillmore: The Westerner","https://www.kultboy.com/testbericht-uebersicht/5331/",83,,,,,,,,,83,,,,,,83.00,
"Star Wars: Republic Commando","https://www.kultboy.com/testbericht-uebersicht/5462/",83,,,,,,,,,83,,,,,,83.00,
"Phantasy Star IV","https://www.kultboy.com/testbericht-uebersicht/2250/",82,,,,,,,,83,,,,,,93,82.50,
"Wario Blast featuring Bomberman!","https://www.kultboy.com/testbericht-uebersicht/2257/",74,,,,,,,,83,,,,,,,78.50,
"Indiana Jones' Greatest Adventures","https://www.kultboy.com/testbericht-uebersicht/2259/",80,,,,,,,,80,,,,,,81,80.00,
"Wonder Dog","https://www.kultboy.com/testbericht-uebersicht/685/",72,,,75,,,,,83,,,,,72,74,75.50,75.50
"Light Crusader","https://www.kultboy.com/testbericht-uebersicht/3152/",83,,,,,,,,83,,,,,,,83.00,
"Gokujou Parodius","https://www.kultboy.com/testbericht-uebersicht/3203/",83,,,,,,,,83,,,,,,,83.00,
"Dungeon Explorer II","https://www.kultboy.com/testbericht-uebersicht/3429/",83,,,,,,,,83,,,,,,,83.00,
"Donald in Maui Mallard","https://www.kultboy.com/testbericht-uebersicht/4225/",79,,,,,,,,79,,,,,,,79.00,
"Earthbound","https://www.kultboy.com/testbericht-uebersicht/4711/",83,,,,,,,,83,,,,,,,83.00,
"Dracula the Undead","https://www.kultboy.com/testbericht-uebersicht/4864/",70,,,,,,,,83,,,,,,,76.50,
"V-Rally 97: Championship Edition","https://www.kultboy.com/testbericht-uebersicht/6270/",78,,,,,,,,83,,,,,,,80.50,
"Broken Helix: Die Wahrheit über Area 51","https://www.kultboy.com/testbericht-uebersicht/6857/",83,,,,,,,,83,,,,,,,83.00,
"Skullmonkeys","https://www.kultboy.com/testbericht-uebersicht/6889/",83,,,,,,,,83,,,,,,,83.00,
"Super Wing Commander","https://www.kultboy.com/testbericht-uebersicht/5851/",69,,,,83,,,,83,,,,,80,,78.75,78.75
"Super Sidekicks 2","https://www.kultboy.com/testbericht-uebersicht/7357/",83,,,,,,,,83,,,,,,,83.00,
"Elevator Action II","https://www.kultboy.com/testbericht-uebersicht/7522/",83,,,,,,,,83,,,,,,,83.00,
"Wario Land II","https://www.kultboy.com/testbericht-uebersicht/7587/",83,,,,,,,,83,,,,,,,83.00,
"Vay","https://www.kultboy.com/testbericht-uebersicht/7367/",74,,,,,,,,83,,,,,,,78.50,
"King of Fighters R-2","https://www.kultboy.com/testbericht-uebersicht/7786/",83,,,,,,,,83,,,,,,,83.00,
"FIFA 97 (16Bit)","https://www.kultboy.com/testbericht-uebersicht/6384/",80,,,,,,,,83,,,,,,,81.50,
"Tennis Arena","https://www.kultboy.com/testbericht-uebersicht/8044/",83,,,,,,,,83,,,,,,,83.00,
"Marvel Super Heroes","https://www.kultboy.com/testbericht-uebersicht/6371/",82,,,,,,,,83,,,,,,,82.50,
"Moto Racer","https://www.kultboy.com/testbericht-uebersicht/4624/",73,,,,,,,,83,,,60,,73,,72.25,72.25
"Pandemonium 2","https://www.kultboy.com/testbericht-uebersicht/8061/",79,,,,,,,,83,,,79,,,,80.33,80.33
"Slam 'n Jam '96 featuring Magic & Kareem","https://www.kultboy.com/testbericht-uebersicht/8078/",67,,,,,,,,83,,,60,,,,70.00,70.00
"International Track & Field","https://www.kultboy.com/testbericht-uebersicht/8079/",83,,,,,,,,83,,,,,,,83.00,
"Mario Party 2","https://www.kultboy.com/testbericht-uebersicht/8253/",83,,,,,,,,83,,,,,,,83.00,
"Bomberman World (PSX)","https://www.kultboy.com/testbericht-uebersicht/8986/",83,,,,,,,,83,,,,,,,83.00,
"Lucky Luke (1998)","https://www.kultboy.com/testbericht-uebersicht/8988/",83,,,,,,,,83,,,,,,,83.00,
"The House of the Dead","https://www.kultboy.com/testbericht-uebersicht/6258/",68,,,,,,,,83,,,,,,,75.50,
"Super Columns","https://www.kultboy.com/testbericht-uebersicht/6568/",72,,,,,,,,83,,,,,,,77.50,
"Metal Warriors","https://www.kultboy.com/testbericht-uebersicht/9449/",83,,,,,,,,83,,,,,,,83.00,
"Clockwork Knight 2","https://www.kultboy.com/testbericht-uebersicht/6602/",68,,,,,,,,83,,,,,,,75.50,
"Shock Wave","https://www.kultboy.com/testbericht-uebersicht/77/",78,,,,83,,,,83,,,,,,,81.33,81.33
"Lufia II: Rise of the Sinistrals","https://www.kultboy.com/testbericht-uebersicht/5171/",83,,,,,,83,,,,,,,,,83.00,
"Mario Smash Football","https://www.kultboy.com/testbericht-uebersicht/5202/",83,,,,,,83,,,,,,,,,83.00,
"MechAssault","https://www.kultboy.com/testbericht-uebersicht/5443/",83,,,,,,83,,,,,,,,,83.00,
"Colin McRae Rally 2.0 (GBA)","https://www.kultboy.com/testbericht-uebersicht/10293/",83,,,,,,83,,,,,,,,,83.00,
"Speedball","https://www.kultboy.com/testbericht-uebersicht/270/",68,,,,75,,,,,,,,,68,82,70.33,70.33
"Command & Conquer: Der Ausnahmezustand","https://www.kultboy.com/testbericht-uebersicht/447/",70,,,,,,,,,,,70,,82,,74.00,74.00
"Quest for Glory I: So you want to be a Hero (Remake)","https://www.kultboy.com/testbericht-uebersicht/7142/",82,,,,,,,,,,,,,82,,82.00,
"Earthsiege 2","https://www.kultboy.com/testbericht-uebersicht/1038/",80,,,,,,,,,,80,80,,82,,80.50,80.50
"Kyukyoku Tiger","https://www.kultboy.com/testbericht-uebersicht/1406/",80,,,,58,,,,,,,,,80,77,72.67,72.67
"F1 Triple Battle","https://www.kultboy.com/testbericht-uebersicht/2579/",82,,,,,,,,,,,,,82,,82.00,
"Wonder Boy in Monster Land","https://www.kultboy.com/testbericht-uebersicht/149/",73,,,73,33,,,,,,,,,59,80,59.50,59.50
"Space Quest III: The Pirates of Pestulon","https://www.kultboy.com/testbericht-uebersicht/1039/",82,,,,75,,,,,,,,,82,82,79.67,79.67
"Lands of Lore: Götterdämmerung","https://www.kultboy.com/testbericht-uebersicht/2763/",82,,,,,,,,,,,80,,82,72,81.33,81.33
"Sonic the Hedgehog 2","https://www.kultboy.com/testbericht-uebersicht/1094/",78,,,,91,,,80,,,,,,78,87,81.75,81.75
"Manhunter 2: San Francisco","https://www.kultboy.com/testbericht-uebersicht/1174/",82,,,63,58,,,,,,,,,82,,71.25,71.25
"Blood Money","https://www.kultboy.com/testbericht-uebersicht/637/",82,,,,75,,,,,,,,,82,75,79.67,79.67
"Castlevania II: Simon's Quest","https://www.kultboy.com/testbericht-uebersicht/1128/",82,,,,75,,,,,,,,,82,68,79.67,79.67
"Rock'n Roll","https://www.kultboy.com/testbericht-uebersicht/256/",79,,,,58,,,,,,,,,79,82,72.00,72.00
"Monster World IV","https://www.kultboy.com/testbericht-uebersicht/3184/",82,,,,,,,,,,,,,82,,82.00,
"Kato and Ken Chan","https://www.kultboy.com/testbericht-uebersicht/3244/",82,,,,83,,,,,,,,,82,,82.33,82.33
"A-Train","https://www.kultboy.com/testbericht-uebersicht/747/",77,,,77,83,,,,,,80,,,82,76,79.80,79.80
"Pac-Mania","https://www.kultboy.com/testbericht-uebersicht/170/",66,,,,66,,,,,,,,,66,72,66.00,66.00
"Gateway","https://www.kultboy.com/testbericht-uebersicht/2086/",82,,,,83,,,,,,82,,,82,,82.25,82.25
"Castlevania II: Belmont's Revenge","https://www.kultboy.com/testbericht-uebersicht/3071/",82,,,,75,,,,,,,,,82,81,79.67,79.67
"Alien Legacy","https://www.kultboy.com/testbericht-uebersicht/1713/",75,,,,83,,,,,76,82,76,75,82,,78.43,78.43
"Grand Prix Circuit","https://www.kultboy.com/testbericht-uebersicht/635/",78,,,,75,,,,,,,,,78,84,77.00,77.00
"Wiz'n'Liz: The Frantic Wabbit Wescue","https://www.kultboy.com/testbericht-uebersicht/1037/",72,,,72,91,,,,,,,,,82,,79.25,79.25
"Gangsters: Organisiertes Verbrechen","https://www.kultboy.com/testbericht-uebersicht/4593/",75,,,,,,,,,,75,77,,82,,77.25,77.25
"Lords of the Rising Sun","https://www.kultboy.com/testbericht-uebersicht/632/",74,,,74,66,,,,,,,,,82,85,74.00,74.00
"Dark Side","https://www.kultboy.com/testbericht-uebersicht/3333/",81,,,,66,81,,,,,,,,82,,77.50,77.50
"Myth: Kreuzzug ins Ungewisse","https://www.kultboy.com/testbericht-uebersicht/4743/",82,,,,,,,,,,,80,,82,,81.33,81.33
"Total Annihilation: Use Your Senses","https://www.kultboy.com/testbericht-uebersicht/4830/",82,,,,,,,,,,,100,,82,,88.00,88.00
"The Games: Summer Edition","https://www.kultboy.com/testbericht-uebersicht/1111/",79,,,82,91,,,,,,,,,79,75,82.75,82.75
"Hillsfar","https://www.kultboy.com/testbericht-uebersicht/2183/",80,,,54,,,,,,,,,,80,,71.33,71.33
"Lester the Unlikely","https://www.kultboy.com/testbericht-uebersicht/5588/",82,,,,,,,,,,,,,82,,82.00,
"The Legend of the Mystical Ninja","https://www.kultboy.com/testbericht-uebersicht/3027/",80,,,,75,,,,,,,,,80,,78.33,78.33
"1942: The Pacific Air War Gold","https://www.kultboy.com/testbericht-uebersicht/6036/",82,,,,,,,,,,,,,82,,82.00,
"Spaceward Ho!","https://www.kultboy.com/testbericht-uebersicht/1324/",74,,,61,,,,,,,55,74,,80,,68.80,68.80
"Push Over","https://www.kultboy.com/testbericht-uebersicht/512/",73,,,75,,,,,,,73,,,81,78,75.50,75.50
"Motorhead","https://www.kultboy.com/testbericht-uebersicht/6432/",73,,,,,,,,,,76,,,82,,77.00,77.00
"Viper Racing","https://www.kultboy.com/testbericht-uebersicht/6607/",69,,,,,,,,,,80,69,,82,,75.00,75.00
"Castlevania","https://www.kultboy.com/testbericht-uebersicht/2390/",80,,,,75,,,,,,,,,80,78,78.33,78.33
"Age of Empires: Der Aufstieg Roms","https://www.kultboy.com/testbericht-uebersicht/7171/",82,,,,,,,,,,,,,82,,82.00,
"Darius+","https://www.kultboy.com/testbericht-uebersicht/4720/",74,,,74,41,,,,,,,,,82,,67.75,67.75
"Pro Pinball: Timeshock!","https://www.kultboy.com/testbericht-uebersicht/4234/",82,,,,,,,,,,,100,,82,93,88.00,88.00
"Lamentation Sword","https://www.kultboy.com/testbericht-uebersicht/8765/",82,,,,,,,,,,63,,,82,,75.67,75.67
"Gadget: Invention, Travel & Adventure","https://www.kultboy.com/testbericht-uebersicht/6179/",82,,,,,,,,,,,48,,82,,70.67,70.67
"Woodruff and the Schnibble of Azimuth","https://www.kultboy.com/testbericht-uebersicht/1745/",72,,,,,,,,,,72,73,,82,,74.75,74.75
"Midtown Madness","https://www.kultboy.com/testbericht-uebersicht/9179/",82,,,,,,,,,,,,,82,,82.00,
"Jack Nicklaus 6: Golden Bear Challenge","https://www.kultboy.com/testbericht-uebersicht/9262/",82,,,,,,,,,,,,,82,,82.00,
"Battle Isle Data Disk II: Der Mond von Cromos","https://www.kultboy.com/testbericht-uebersicht/4/",71,,82,,,,,,,79,,75,,71,,75.60,75.60
"Star Crusader","https://www.kultboy.com/testbericht-uebersicht/30/",68,,82,74,,,,,,,78,77,,68,,74.50,74.50
"Virtual Karting","https://www.kultboy.com/testbericht-uebersicht/665/",82,,82,37,,,,,,,,,,,,67.00,67.00
"Super Gem'Z","https://www.kultboy.com/testbericht-uebersicht/721/",68,,82,78,66,,,,,,,,,68,,72.40,72.40
"Wizkid","https://www.kultboy.com/testbericht-uebersicht/987/",67,,82,67,,,,,,,62,36,,68,,63.67,63.67
"Hillsea Lido: Die Seebad Manager Simulation","https://www.kultboy.com/testbericht-uebersicht/5910/",76,,82,76,,,,,,,,,,,,78.00,78.00
"Wendetta 2175","https://www.kultboy.com/testbericht-uebersicht/6310/",82,,82,,,,,,,,,,,,,82.00,
"Flink","https://www.kultboy.com/testbericht-uebersicht/421/",82,,82,82,,,,,,,,,,,77,82.00,82.00
"Traps 'n' Treasures","https://www.kultboy.com/testbericht-uebersicht/825/",71,,82,80,,,,,,,,,,71,81,76.00,76.00
"Minskies Furballs","https://www.kultboy.com/testbericht-uebersicht/9671/",82,,82,,,,,,,,,,,,,82.00,
"RoboSport","https://www.kultboy.com/testbericht-uebersicht/3310/",80,,82,62,66,,,,,,64,,,80,,72.33,72.33
"Roadkill","https://www.kultboy.com/testbericht-uebersicht/522/",82,,,82,,,,,,,,,,,,82.00,
"Indianapolis 500: The Simulation","https://www.kultboy.com/testbericht-uebersicht/634/",79,,,82,83,,,,,,79,,,80,77,80.60,80.60
"Flood","https://www.kultboy.com/testbericht-uebersicht/672/",79,,,82,58,,,,,,,,,79,78,74.50,74.50
"Rings of Medusa II: The Return of Medusa","https://www.kultboy.com/testbericht-uebersicht/903/",70,,,82,66,,,,,,78,,,70,,73.20,73.20
